招录机关名称	招录职位名称	招录职位编码	缴费状况（缴费人数与招录名额的比例区间）
开江县	工作人员	26212271	< 5:1
开江县	工作人员（一）	26212272	< 5:1
开江县	工作人员（二）	26212273	< 5:1
开江县	工作人员（一）	26212274	< 5:1
开江县	工作人员（二）	26212275	< 5:1
开江县	工作人员	26212277	< 5:1
开江县	工作人员	26212279	< 5:1
达州东部经开区	工作人员（一）	26212280	< 5:1
达州东部经开区	工作人员（二）	26212281	< 5:1
达州东部经开区	工作人员（三）	26212282	< 5:1
达州东部经开区	工作人员（四）	26212283	< 5:1
巴州区	综合管理	26213008	< 5:1
巴州区	审计监督	26213010	≥ 5:1 且 < 30:1
巴州区	综合管理	26213011	≥ 5:1 且 < 30:1
巴州区	综合管理	26213013	< 5:1
巴州区	财务管理	26213014	< 5:1
巴州区	农业经济管理	26213017	< 5:1
巴州区	综合管理	26213024	≥ 5:1 且 < 30:1
巴州区	综合管理	26213025	≥ 5:1 且 < 30:1
巴州区	综合管理	26213026	< 5:1
巴州区	综合管理	26213027	< 5:1
巴州区	财务管理	26213028	< 5:1
恩阳区	综合管理	26213029	≥ 5:1 且 < 30:1
恩阳区	财务管理	26213030	< 5:1
恩阳区	农经管理	26213033	< 5:1
恩阳区	财务管理	26213040	< 5:1
南江县	综合管理	26213041	< 5:1
南江县	综合管理	26213042	< 5:1
南江县	财务管理	26213043	< 5:1
南江县	综合管理	26213048	< 5:1
南江县	财务管理	26213049	< 5:1
南江县	综合管理	26213050	< 5:1
南江县	财务管理	26213051	< 5:1
南江县	财务管理	26213065	< 5:1
南江县	综合管理	26213066	< 5:1
南江县	综合管理	26213067	≥ 5:1 且 < 30:1
南江县	综合管理	26213068	≥ 5:1 且 < 30:1
南江县	综合管理	26213069	≥ 5:1 且 < 30:1
通江县	综合管理	26213070	< 5:1
通江县	财务管理	26213071	< 5:1
通江县	综合管理	26213072	< 5:1
通江县	综合管理（一）	26213076	< 5:1
通江县	综合管理（二）	26213077	< 5:1
通江县	财务管理	26213078	< 5:1
通江县	财务管理	26213079	< 5:1
通江县	综合管理	26213080	< 5:1
通江县	综合管理（一）	26213081	< 5:1
通江县	综合管理（二）	26213082	< 5:1
通江县	综合管理	26213097	< 5:1
通江县	财务管理	26213098	< 5:1
通江县	综合管理	26213099	< 5:1
通江县	财务管理	26213100	< 5:1
通江县	财务管理	26213101	< 5:1
通江县	综合管理	26213102	≥ 5:1 且 < 30:1
通江县	综合管理	26213103	≥ 5:1 且 < 30:1
平昌县	财务管理	26213104	< 5:1
平昌县	综合管理	26213105	< 5:1
平昌县	财务管理	26213106	< 5:1
平昌县	财务管理	26213107	< 5:1
平昌县	综合管理（一）	26213108	≥ 5:1 且 < 30:1
平昌县	综合管理（二）	26213109	< 5:1
平昌县	财务管理	26213110	< 5:1
平昌县	综合管理	26213111	≥ 5:1 且 < 30:1
平昌县	综合管理（一）	26213112	< 5:1
平昌县	综合管理（二）	26213113	< 5:1
平昌县	综合管理	26213114	< 5:1
平昌县	综合管理	26213115	< 5:1
平昌县	农业经济管理	26213116	< 5:1
平昌县	财务管理	26213117	< 5:1
平昌县	综合管理	26213118	< 5:1
平昌县	综合管理	26213119	< 5:1
平昌县	旅游管理	26213120	< 5:1
平昌县	财务管理	26213121	< 5:1
平昌县	综合管理	26213122	≥ 5:1 且 < 30:1
平昌县	综合管理	26213123	< 5:1
平昌县	综合管理	26213124	≥ 5:1 且 < 30:1
平昌县	综合管理（一）	26213125	< 5:1
平昌县	综合管理（二）	26213126	< 5:1
广安市广安区	编制管理	26214015	< 5:1
广安市广安区	关怀服务	26214016	≥ 5:1 且 < 30:1
广安市广安区	信访调解	26214017	< 5:1
广安市广安区	统计调查	26214022	< 5:1
广安市广安区	农房建设	26214023	< 5:1
广安市广安区	森林病虫防治	26214028	< 5:1
广安市广安区	财务管理	26214029	< 5:1
广安市广安区	财务管理	26214030	≥ 5:1 且 < 30:1
广安市广安区	行政复议应诉	26214031	< 5:1
广安市广安区	基层治理	26214032	≥ 5:1 且 < 30:1
广安市广安区	财务管理	26214033	< 5:1
广安市广安区	综合管理（一）	26214034	< 5:1
广安市广安区	综合管理（二）	26214035	< 5:1
广安市广安区	综合管理（三）	26214036	≥ 5:1 且 < 30:1
广安市广安区	综合管理（四）	26214037	≥ 5:1 且 < 30:1
广安市前锋区	综合管理（一）	26214038	< 5:1
广安市前锋区	综合管理（二）	26214039	< 5:1
广安市前锋区	综合管理	26214040	< 5:1
广安市前锋区	综合管理	26214041	< 5:1
广安市前锋区	综合管理（一）	26214042	< 5:1
广安市前锋区	综合管理（二）	26214043	< 5:1
广安市前锋区	综合管理（一）	26214044	< 5:1
广安市前锋区	综合管理（二）	26214045	< 5:1
广安市前锋区	综合管理（三）	26214046	< 5:1
广安市前锋区	综合管理	26214049	< 5:1
广安市前锋区	综合管理	26214050	≥ 5:1 且 < 30:1
广安市前锋区	综合管理	26214055	< 5:1
广安市前锋区	综合管理（一）	26214056	< 5:1
广安市前锋区	综合管理（二）	26214057	< 5:1
广安市前锋区	综合管理（一）	26214058	< 5:1
广安市前锋区	综合管理（二）	26214059	< 5:1
广安市前锋区	综合管理（三）	26214060	< 5:1
广安市前锋区	综合管理（四）	26214061	< 5:1
广安市前锋区	综合管理（五）	26214062	< 5:1
华蓥市	综合管理	26214063	< 5:1
华蓥市	综合管理	26214064	< 5:1
华蓥市	综合管理	26214065	≥ 5:1 且 < 30:1
华蓥市	综合管理	26214066	< 5:1
华蓥市	文秘	26214067	< 5:1
华蓥市	文秘	26214068	≥ 5:1 且 < 30:1
华蓥市	项目投资管理	26214069	≥ 5:1 且 < 30:1
华蓥市	综合管理	26214070	≥ 5:1 且 < 30:1
华蓥市	综合管理	26214071	< 5:1
华蓥市	安全生产监管	26214072	< 5:1
华蓥市	综合管理	26214073	< 5:1
华蓥市	统计管理	26214074	< 5:1
华蓥市	综合管理	26214077	< 5:1
华蓥市	农村能源建设综合管理	26214084	< 5:1
华蓥市	综合执法（一）	26214085	< 5:1
华蓥市	综合执法（二）	26214086	< 5:1
华蓥市	综合执法（三）	26214087	≥ 5:1 且 < 30:1
华蓥市	综合管理	26214088	≥ 5:1 且 < 30:1
华蓥市	村镇建设管理	26214090	< 5:1
华蓥市	党建管理	26214091	< 5:1
华蓥市	综合管理（一）	26214092	≥ 5:1 且 < 30:1
华蓥市	综合管理（二）	26214093	< 5:1
华蓥市	综合管理（三）	26214094	< 5:1
岳池县	综合管理	26214095	< 5:1
岳池县	审查调查	26214096	< 5:1
岳池县	执法监督	26214097	< 5:1
岳池县	综合管理	26214098	< 5:1
岳池县	产业发展	26214099	< 5:1
岳池县	城乡规划	26214100	< 5:1
岳池县	财务管理	26214101	< 5:1
岳池县	教育基建	26214102	≥ 5:1 且 < 30:1
岳池县	综合管理	26214103	< 5:1
岳池县	医政医管	26214104	≥ 5:1 且 < 30:1
岳池县	信访督查	26214105	< 5:1
岳池县	综合管理	26214106	≥ 5:1 且 < 30:1
岳池县	财务管理	26214107	< 5:1
岳池县	综合管理	26214108	< 5:1
岳池县	网络管理	26214109	≥ 5:1 且 < 30:1
岳池县	医药服务	26214110	< 5:1
岳池县	统计调查	26214111	< 5:1
岳池县	综合管理	26214124	< 5:1
岳池县	财务管理	26214125	≥ 5:1 且 < 30:1
岳池县	综合管理	26214126	< 5:1
岳池县	财务管理	26214127	< 5:1
岳池县	经济管理	26214128	< 5:1
岳池县	综合管理（一）	26214129	≥ 5:1 且 < 30:1
岳池县	综合管理（二）	26214130	≥ 5:1 且 < 30:1
岳池县	综合管理（三）	26214131	< 5:1
岳池县	综合管理（四）	26214132	< 5:1
岳池县	财务管理（一）	26214133	< 5:1
岳池县	财务管理（二）	26214134	< 5:1
岳池县	生态环境	26214135	< 5:1
岳池县	规划建设（一）	26214136	< 5:1
岳池县	规划建设（二）	26214137	< 5:1
岳池县	应急管理（一）	26214138	< 5:1
岳池县	应急管理（二）	26214139	< 5:1
岳池县	乡村振兴（一）	26214140	< 5:1
岳池县	乡村振兴（二）	26214141	< 5:1
岳池县	乡村振兴（三）	26214142	< 5:1
岳池县	乡村振兴（四）	26214143	< 5:1
岳池县	乡村振兴（五）	26214144	< 5:1
岳池县	文秘（一）	26214145	< 5:1
岳池县	文秘（二）	26214146	< 5:1
岳池县	文秘（三）	26214147	< 5:1
岳池县	文秘（四）	26214148	< 5:1
岳池县	社会事务（一）	26214149	< 5:1
岳池县	社会事务（二）	26214150	< 5:1
岳池县	社会事务（三）	26214151	< 5:1
岳池县	社会事务（四）	26214152	< 5:1
武胜县	纪检监察	26214153	< 5:1
武胜县	综合管理	26214154	< 5:1
武胜县	文秘	26214155	< 5:1
武胜县	文秘	26214156	< 5:1
武胜县	规划管理	26214157	< 5:1
武胜县	生态环境	26214158	< 5:1
武胜县	财政管理	26214159	< 5:1
武胜县	城市建设	26214160	< 5:1
武胜县	城市建设	26214161	< 5:1
武胜县	会计	26214162	< 5:1
武胜县	财政管理	26214163	< 5:1
武胜县	综合管理	26214164	< 5:1
武胜县	文秘	26214165	< 5:1
武胜县	会计	26214166	< 5:1
武胜县	综合管理	26214167	≥ 5:1 且 < 30:1
武胜县	综合管理	26214168	< 5:1
武胜县	农业机械	26214169	< 5:1
武胜县	综合管理（一）	26214186	≥ 5:1 且 < 30:1
武胜县	综合管理（二）	26214187	≥ 5:1 且 < 30:1
武胜县	综合管理（三）	26214188	< 5:1
武胜县	综合管理（四）	26214189	< 5:1
武胜县	综合管理（五）	26214190	< 5:1
武胜县	乡村振兴（一）	26214191	< 5:1
武胜县	乡村振兴（二）	26214192	< 5:1
武胜县	文秘（一）	26214193	< 5:1
武胜县	文秘（二）	26214194	< 5:1
武胜县	计算机	26214195	≥ 5:1 且 < 30:1
武胜县	社会事务（一）	26214196	< 5:1
武胜县	社会事务（二）	26214197	< 5:1
武胜县	卫生健康（一）	26214198	< 5:1
武胜县	卫生健康（二）	26214199	< 5:1
武胜县	规划管理	26214200	< 5:1
邻水县	办公室	26214201	< 5:1
邻水县	综合管理	26214202	< 5:1
邻水县	案件查办（一）	26214203	< 5:1
邻水县	案件查办（二）	26214204	< 5:1
邻水县	综合管理	26214205	< 5:1
邻水县	综合管理	26214206	< 5:1
邻水县	软件管理	26214207	< 5:1
邻水县	财务管理	26214208	≥ 5:1 且 < 30:1
邻水县	综合管理	26214209	< 5:1
邻水县	综合管理	26214210	< 5:1
邻水县	综合管理	26214211	< 5:1
邻水县	综合管理	26214212	< 5:1
邻水县	招商引资	26214213	< 5:1
邻水县	综合管理	26214216	< 5:1
邻水县	工程管理	26214217	< 5:1
邻水县	综合管理	26214232	< 5:1
邻水县	文秘（一）	26214234	< 5:1
邻水县	文秘（二）	26214235	< 5:1
邻水县	综合管理（一）	26214236	< 5:1
邻水县	综合管理（二）	26214237	< 5:1
邻水县	综合管理（三）	26214238	< 5:1
邻水县	综合管理（四）	26214239	< 5:1
邻水县	综合管理（五）	26214240	< 5:1
邻水县	综合管理（六）	26214241	< 5:1
邻水县	综合管理（七）	26214242	< 5:1
邻水县	乡村振兴（一）	26214243	< 5:1
邻水县	乡村振兴（二）	26214244	< 5:1
邻水县	乡村振兴（三）	26214245	< 5:1
邻水县	乡村振兴（四）	26214246	< 5:1
邻水县	乡村振兴（五）	26214247	< 5:1
邻水县	乡村振兴（六）	26214248	< 5:1
邻水县	乡村振兴（七）	26214249	< 5:1
邻水县	经济发展（一）	26214250	< 5:1
邻水县	经济发展（二）	26214251	< 5:1
邻水县	经济发展（三）	26214252	< 5:1
邻水县	经济发展（四）	26214253	< 5:1
邻水县	经济发展（五）	26214254	< 5:1
邻水县	经济发展（六）	26214255	< 5:1
邻水县	经济发展（七）	26214256	< 5:1
邻水县	经济发展（八）	26214257	< 5:1
邻水县	计算机	26214258	< 5:1
邻水县	应急管理	26214259	< 5:1
邻水县	行政执法（一）	26214260	< 5:1
邻水县	行政执法（二）	26214261	< 5:1
邻水县	公共管理（一）	26214262	< 5:1
邻水县	公共管理（二）	26214263	< 5:1
邻水县	财务管理（一）	26214264	< 5:1
邻水县	财务管理（二）	26214265	< 5:1
宜宾三江新区	工作人员	26215020	≥ 5:1 且 < 30:1
宜宾三江新区	工作人员	26215021	≥ 5:1 且 < 30:1
宜宾三江新区	工作人员	26215022	≥ 5:1 且 < 30:1
宜宾三江新区	工作人员	26215023	< 5:1
宜宾三江新区	工作人员	26215024	< 5:1
宜宾三江新区	工作人员	26215025	≥ 5:1 且 < 30:1
宜宾三江新区	工作人员	26215026	< 5:1
宜宾三江新区	工作人员	26215027	≥ 5:1 且 < 30:1
宜宾三江新区	工作人员	26215028	< 5:1
宜宾三江新区	工作人员	26215029	< 5:1
宜宾三江新区	工作人员	26215030	< 5:1
宜宾三江新区	工作人员	26215031	< 5:1
宜宾“两海”示范区	工作人员	26215032	< 5:1
宜宾“两海”示范区	工作人员	26215033	< 5:1
宜宾“两海”示范区	工作人员	26215034	< 5:1
宜宾“两海”示范区	工作人员	26215035	< 5:1
宜宾“两海”示范区	工作人员	26215036	< 5:1
宜宾“两海”示范区	工作人员	26215037	< 5:1
宜宾“两海”示范区	工作人员	26215038	< 5:1
宜宾市翠屏区	工作人员	26215039	< 5:1
宜宾市翠屏区	工作人员	26215040	≥ 5:1 且 < 30:1
宜宾市翠屏区	工作人员	26215041	≥ 5:1 且 < 30:1
宜宾市翠屏区	工作人员	26215042	≥ 5:1 且 < 30:1
宜宾市翠屏区	工作人员	26215043	< 5:1
宜宾市翠屏区	工作人员	26215044	< 5:1
宜宾市翠屏区	工作人员	26215045	< 5:1
宜宾市翠屏区	工作人员	26215046	< 5:1
宜宾市翠屏区	工作人员	26215048	< 5:1
宜宾市翠屏区	工作人员	26215049	≥ 30:1 且 < 50:1
宜宾市翠屏区	工作人员	26215050	< 5:1
宜宾市翠屏区	工作人员	26215051	≥ 5:1 且 < 30:1
宜宾市翠屏区	工作人员	26215052	< 5:1
宜宾市翠屏区	工作人员	26215053	< 5:1
宜宾市翠屏区	工作人员	26215054	< 5:1
宜宾市翠屏区	工作人员	26215055	< 5:1
宜宾市翠屏区	工作人员	26215056	< 5:1
宜宾市翠屏区	工作人员	26215057	< 5:1
宜宾市翠屏区	工作人员	26215058	< 5:1
宜宾市翠屏区	工作人员	26215059	< 5:1
宜宾市翠屏区	工作人员	26215060	< 5:1
宜宾市翠屏区	工作人员	26215067	< 5:1
宜宾市翠屏区	工作人员	26215068	< 5:1
宜宾市翠屏区	工作人员	26215069	< 5:1
宜宾市翠屏区	工作人员	26215070	< 5:1
宜宾市翠屏区	工作人员	26215071	< 5:1
宜宾市翠屏区	工作人员	26215072	≥ 5:1 且 < 30:1
宜宾市翠屏区	工作人员	26215073	< 5:1
宜宾市翠屏区	工作人员	26215074	< 5:1
宜宾市翠屏区	工作人员	26215075	< 5:1
宜宾市翠屏区	工作人员	26215076	< 5:1
宜宾市翠屏区	工作人员	26215077	≥ 5:1 且 < 30:1
宜宾市翠屏区	工作人员	26215078	≥ 5:1 且 < 30:1
宜宾市翠屏区	工作人员	26215079	< 5:1
宜宾市翠屏区	工作人员	26215080	< 5:1
宜宾市翠屏区	工作人员	26215081	< 5:1
宜宾市翠屏区	工作人员	26215082	< 5:1
宜宾市翠屏区	工作人员	26215083	< 5:1
宜宾市翠屏区	工作人员	26215084	< 5:1
宜宾市翠屏区	工作人员	26215085	< 5:1
宜宾市翠屏区	工作人员	26215086	< 5:1
宜宾市翠屏区	工作人员	26215087	< 5:1
宜宾市翠屏区	工作人员	26215088	< 5:1
宜宾市翠屏区	工作人员	26215089	< 5:1
宜宾市南溪区	工作人员	26215090	≥ 5:1 且 < 30:1
宜宾市南溪区	工作人员	26215091	< 5:1
宜宾市南溪区	工作人员	26215092	< 5:1
宜宾市南溪区	工作人员	26215093	< 5:1
宜宾市南溪区	工作人员	26215094	≥ 5:1 且 < 30:1
宜宾市南溪区	工作人员	26215095	≥ 5:1 且 < 30:1
宜宾市南溪区	工作人员	26215096	< 5:1
宜宾市南溪区	工作人员	26215097	< 5:1
宜宾市南溪区	工作人员	26215098	< 5:1
宜宾市南溪区	工作人员	26215099	< 5:1
宜宾市南溪区	工作人员	26215100	≥ 5:1 且 < 30:1
宜宾市南溪区	工作人员	26215101	< 5:1
宜宾市南溪区	工作人员	26215102	< 5:1
宜宾市南溪区	工作人员	26215103	< 5:1
宜宾市南溪区	工作人员	26215104	< 5:1
宜宾市南溪区	工作人员	26215105	< 5:1
宜宾市南溪区	工作人员	26215106	< 5:1
宜宾市南溪区	工作人员	26215108	≥ 5:1 且 < 30:1
宜宾市南溪区	工作人员	26215109	≥ 5:1 且 < 30:1
宜宾市南溪区	工作人员	26215110	< 5:1
宜宾市南溪区	工作人员	26215114	< 5:1
宜宾市南溪区	工作人员	26215115	< 5:1
宜宾市南溪区	工作人员	26215116	< 5:1
宜宾市南溪区	工作人员	26215117	< 5:1
宜宾市南溪区	工作人员	26215118	< 5:1
宜宾市南溪区	工作人员	26215119	< 5:1
宜宾市南溪区	工作人员	26215120	< 5:1
宜宾市南溪区	工作人员	26215121	< 5:1
宜宾市南溪区	工作人员	26215122	< 5:1
宜宾市南溪区	工作人员	26215123	< 5:1
宜宾市叙州区	工作人员	26215124	< 5:1
宜宾市叙州区	工作人员	26215125	≥ 5:1 且 < 30:1
宜宾市叙州区	工作人员	26215126	< 5:1
宜宾市叙州区	工作人员	26215127	< 5:1
宜宾市叙州区	财务管理	26215128	< 5:1
宜宾市叙州区	工作人员	26215129	< 5:1
宜宾市叙州区	工作人员	26215130	< 5:1
宜宾市叙州区	工作人员	26215134	< 5:1
宜宾市叙州区	执法人员	26215135	< 5:1
宜宾市叙州区	工作人员	26215138	≥ 5:1 且 < 30:1
宜宾市叙州区	工作人员	26215139	< 5:1
宜宾市叙州区	工作人员	26215140	< 5:1
宜宾市叙州区	工作人员	26215141	< 5:1
宜宾市叙州区	财务管理	26215142	< 5:1
宜宾市叙州区	工作人员	26215143	< 5:1
宜宾市叙州区	工作人员	26215144	< 5:1
宜宾市叙州区	工作人员	26215145	< 5:1
宜宾市叙州区	工作人员	26215146	< 5:1
宜宾市叙州区	工作人员	26215147	< 5:1
宜宾市叙州区	工作人员	26215148	< 5:1
宜宾市叙州区	工作人员	26215149	< 5:1
江安县	工作人员	26215150	< 5:1
江安县	工作人员	26215151	< 5:1
江安县	工作人员	26215152	< 5:1
江安县	工作人员	26215153	< 5:1
江安县	工作人员	26215154	< 5:1
江安县	工作人员	26215155	≥ 5:1 且 < 30:1
江安县	工作人员	26215156	< 5:1
江安县	工作人员	26215157	≥ 5:1 且 < 30:1
江安县	工作人员	26215158	< 5:1
江安县	工作人员	26215162	< 5:1
江安县	工作人员	26215163	< 5:1
江安县	工作人员	26215164	< 5:1
江安县	工作人员	26215165	< 5:1
江安县	工作人员	26215166	< 5:1
江安县	工作人员	26215167	< 5:1
江安县	工作人员	26215174	< 5:1
江安县	工作人员	26215175	< 5:1
江安县	工作人员	26215176	< 5:1
江安县	工作人员	26215177	< 5:1
江安县	工作人员	26215178	< 5:1
江安县	工作人员	26215179	< 5:1
